-4114,167
-4097,221
-4091,149
-4085,244
-4087,180
-4084,238
-4089,194
-4088,220
-4095,201
-4093,181
-4092,233
-4090,238
-4090,141
-4088,238
-4092,180
-4089,220
-4095,214
-4096,173
-4098,215
-4095,158
-4090,208
-4085,214
-4080,172
-4080,237
-4076,164
-4073,219
-4068,179
-4069,206
-4064,185
-4064,212
-4059,192
-4052,185
-4046,217
-4044,191
-4045,228
-4045,170
-4044,240
-4046,170
-4045,251
-4045,245
-4042,256
-3585,475
-3595,428
-3589,490
-3602,429
-3596,482
-3601,462
-3600,454
-3599,441
-3592,481
-3602,424
-3595,484
-3606,435
-3600,478
-3607,460
-3609,453
-3605,477
-3609,430
-3608,422
-3596,485
-3604,419
-3593,486
-3603,424
-3596,482
-3605,458
-3611,446
-3605,484
-3612,426
-3610,420
-3597,487
-3605,430
-3598,485
-3605,445
-3593,489
-3600,426
-3589,488
-3589,421
-3573,484
-3568,486
-3572,429
-3562,502
-3569,448
-3560,504
-3568,453
-3558,506
-3568,467
-3567,476
-3562,482
-3062,1300
-3062,1294
-3064,1284
-3047,1297
-3050,1291
-3043,1296
-3048,1296
-3045,1290
-3048,1287
-3045,1300
-3050,1286
-3046,1300
-3051,1289
-3046,1297
-3052,1292
-3048,1293
-3052,1294
-3051,1287
-3052,1283
-3049,1298
-3055,1285
-3049,1299
-3055,1288
-3048,1296
-3055,1291
-3054,1289
-3056,1299
-3060,1284
-3061,1285
-3054,1301
-3060,1290
-3053,1299
-3060,1296
-3057,1293
-3059,1304
-3064,1290
-3061,1306
-3066,1297
-3065,1299
-3057,1303
-3063,1300
-3056,1300
-3057,1297
-3047,1298
-3049,1298
-3042,1298
-3042,1300
-3033,1297
-3026,1297
-3019,1294
-3013,1296
-3006,1290
-3004,1294
-3000,1282
-3001,1286
-3001,1277
-3002,1284
-3002,1285
-3000,1281
-2996,1279
-2569,1598
-2573,1586
-2568,1593
-2577,1593
-2588,1588
-2587,1601
-2593,1601
-2598,1598
-2599,1599
-2598,1601
-2602,1595
-2596,1603
-2602,1590
-2593,1601
-2594,1601
-2600,1594
-2598,1601
-2600,1600
-2603,1600
-2600,1605
-2605,1595
-2596,1604
-2604,1591
-2596,1602
-2600,1602
-2602,1597
-2604,1599
-2602,1601
-2606,1597
-2600,1603
-2606,1593
-2596,1602
-2602,1590
-2592,1601
-2589,1600
-2593,1590
-2586,1601
-2590,1597
-2584,1603
-2585,1600
-2577,1600
-2575,1597
-2566,1595
-2564,1591
-2562,1592
-2556,1592
-2560,1594
-2556,1591
-2559,1589
-2560,1587
-2019,1786
-2016,1779
-2015,1781
-2014,1781
-2016,1780
-2016,1781
-2018,1785
-2019,1780
-2019,1788
-2021,1777
-2016,1779
-2020,1772
-2017,1777
-2020,1779
-2025,1778
-2026,1781
-2028,1785
-2030,1779
-2027,1785
-2029,1775
-2024,1780
-2032,1777
-2032,1781
-2037,1782
-2040,1788
-2047,1784
-2042,1793
-2041,1784
-2029,1788
-2026,1775
-2017,1779
-2016,1772
-2012,1779
-2012,1781
-2008,1783
-2004,1781
-1997,1784
-1994,1778
-1983,1781
-1983,1770
-1971,1772
-1975,1763
-1968,1770
-1971,1771
-1977,1762
-1977,1763
-1975,1764
-1135,1778
-1130,1780
-1131,1788
-1128,1795
-1128,1792
-1127,1788
-1124,1790
-1127,1785
-1123,1790
-1129,1783
-1131,1785
-1126,1796
-1132,1788
-1127,1794
-1130,1787
-1131,1783
-1124,1791
-1131,1783
-1131,1781
-1124,1788
-1129,1781
-1126,1784
-1128,1782
-1129,1782
-1127,1786
-1130,1780
-1130,1781
-1122,1789
-1124,1779
-1115,1785
-1116,1780
-1112,1780
-1111,1785
-1112,1779
-1106,1790
-1107,1782
-1104,1786
-1100,1791
-1096,1788
-1095,1783
-1088,1785
-1091,1775
-1081,1782
-1085,1771
-1076,1777
-1079,1764
-1079,1762
-1075,1772
-690,1783
-702,1772
-691,1778
-693,1777
-706,1771
-699,1777
-706,1769
-704,1774
-704,1771
-708,1775
-704,1776
-714,1775
-708,1783
-712,1786
-719,1775
-714,1783
-717,1767
-716,1778
-718,1769
-720,1778
-723,1772
-725,1777
-737,1778
-744,1776
-741,1778
-746,1771
-745,1771
-745,1767
-747,1769
-738,1774
-740,1769
-722,1777
-707,1780
-700,1780
-700,1773
-685,1771
-678,1771
-676,1763
-667,1774
-666,1767
